Title,Year,Genre,Plot,Topic_Perc_Contrib,Dominant_Topic,lemmatized_Plot,Keywords
Adultery,1984,Drama,"Dreaming to be released from her miserable life of poverty, Aida, a waitress, abandons her bedridden father, her moralistic mother, her jobless brother and her good-for-nothing sister to live-in with her boyfriend Carding, whom she believes could give her salvation. But her plan only gives her more misfortunes. Carding gets jailed for drug peddling. Aida opts for an abortion. She later lives with a wealthy man to feul her ambition. Carding is released from prison and finds out about his wife's illicit affair.Written byctfabian",0.9796000123023988,13.0,"['dream', 'release', 'miserable', 'life', 'poverty', 'aida', 'waitress', 'abandon', 'bedridden', 'father', 'moralistic', 'mother', 'jobless', 'brother', 'goodfornothe', 'sister', 'livein', 'boyfriend', 'carding', 'believe', 'give', 'salvation', 'plan', 'give', 'misfortune', 'carding', 'jail', 'drug', 'peddling', 'aida', 'opt', 'abortion', 'later', 'live', 'wealthy', 'man', 'feul', 'ambition', 'carding', 'release', 'prison', 'find', 'wifes', 'illicit', 'affair']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
Prinsesa Naranja,1960,Drama,3 Romantic Stories in a great epic as colorful as it is magnificent.,0.8665999770164491,0.0,"['romantic', 'story', 'great', 'epic', 'colorful', 'magnificent']","life, time, woman, story, sound, man, young, relationship, love, way"
Ang manananggal sa unit 23B,2016,"Drama, Horror, Romance","Jewel is a mysterious woman who lives alone in the city. She has a secret which has led her to settle into a lonely existence. That is, until she meets Nico, a broken-hearted, down-and-out guy who also feels unlovable like she does. Jewel is torn between wanting to love him and wanting to save him from herself. Will he accept her if he knew the truth about her? Can she ever find love, or is she destined to be alone forever?Written byanonymous",0.6980000138282776,6.0,"['jewel', 'mysterious', 'woman', 'live', 'alone', 'city', 'secret', 'lead', 'settle', 'lonely', 'existence', 'meet', 'nico', 'brokenhearted', 'downandout', 'guy', 'also', 'feel', 'unlovable', 'jewel', 'tear', 'want', 'love', 'want', 'save', 'accept', 'know', 'truth', 'ever', 'find', 'love', 'destine', 'alone', 'forever']","life, film, family, live, face, man, people, love, story, first"
"Hello, Stranger",2020,"Comedy, Romance","Follows the unlikely relationship of Mico and Xavier while they navigate schoolwork in the middle of a pandemic as strangers, enemies, partners, friends, and much much more.",0.5522999763488771,2.0,"['follow', 'unlikely', 'relationship', 'mico', 'navigate', 'schoolwork', 'middle', 'pandemic', 'stranger', 'enemie', 'partner', 'friend', 'much', 'much']","great, musical, film, adult, today, inside, industrial, camera, footage, see"
Chasing Fire,2013,"Crime, Drama, Romance","An ill-fated couple must face and find the resolution to their own destinies. Chasing Fire surpasses the commonplace of two people defining love. Living behind the shadow of her mother, Kristin falls in love with Shane, an aspiring musician, whom she soon discovers to have something innately in common with her. Chasing Fire does not only exemplify finding love and happiness, it also accentuates discovering oneself and delving into life as it is- a reality that most people don't normally live in.Written byXander Roth",0.6577000021934509,13.0,"['illfated', 'couple', 'face', 'find', 'resolution', 'destiny', 'chase', 'fire', 'surpass', 'commonplace', 'people', 'define', 'love', 'live', 'shadow', 'mother', 'kristin', 'fall', 'love', 'shane', 'aspire', 'musician', 'soon', 'discover', 'innately', 'common', 'chasing', 'fire', 'exemplify', 'find', 'love', 'happiness', 'also', 'accentuate', 'discover', 'oneself', 'delve', 'life', 'reality', 'people', 'normally', 'live']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
Tuli,2005,Drama,Tuli (Filipino for circumcise) is the story of Daisy and her life in an isolated Philippine Province. Daisy's father is responsible for the circumcision of almost all the Males in town. Daisy's father is also an abusive drunkard who abuses his wife and Daisy. Because of this Daisy creates a hatred towards her Father and Men. Daisy's father forces Daisy into a fixed marriage. Daisy doesn't want to marry the Man her Father chose for her. All the while Daisy's best friend is suffering herself. As is the tradition in this isolated Philippine town Daisy must follow in the footsteps of her Father and become the town's official circumciser. Daisy challenges the status quo and rebels against everything that she hates while a young Man defends her. Tuli is also the story of two best friends who deepen their relationship beyond friendship and a young Man willing to give Daisy everything he's got. In this rite of passage tale Daisy tells you her brutal and painful story... Tuli.Written byDestiny del Diosa,0.7016000151634216,14.0,"['tuli', 'filipino', 'circumcise', 'story', 'daisy', 'life', 'isolate', 'philippine', 'province', 'daisys', 'father', 'responsible', 'circumcision', 'almost', 'male', 'town', 'daisy', 'father', 'also', 'abusive', 'drunkard', 'abuse', 'wife', 'daisy', 'daisy', 'create', 'hatred', 'father', 'man', 'daisy', 'father', 'force', 'daisy', 'fix', 'marriage', 'daisy', 'marry', 'man', 'father', 'choose', 'daisy', 'suffer', 'tradition', 'isolate', 'philippine', 'town', 'daisy', 'follow', 'footstep', 'father', 'become', 'town', 'official', 'circumciser', 'daisy', 'challenge', 'status', 'quo', 'rebel', 'hate', 'young', 'man', 'defend', 'tuli', 'also', 'story', 'best_friend', 'deepen', 'relationship', 'friendship', 'young', 'man', 'willing', 'give', 'daisy', 'get', 'rite', 'passage', 'tale', 'daisy', 'tell', 'brutal', 'painful', 'story', 'tuli']","retake, brave, troop, japanese, ostracize, man, basic, guise, rd, united_state"
Krocodylus,2000,"Action, Adventure, Comedy","A pair of entrepreneurs with more bravery than brains hit upon the idea of blood surfing: spreading chum in the water in order to attract sharks, then hopping on a surfboard and riding through the middle of the pack. As they're filming their promotional documentary, the fun gets interrupted by a thirty-foot long salt water crocodile that begins snacking on everyone in the expedition. Will any of them make it back to civilization?Written byJean-Marc Rocher <rocher@fiberbit.net>",0.8837000131607056,1.0,"['pair', 'entrepreneur', 'bravery', 'brain', 'hit', 'idea', 'blood', 'surfing', 'spread', 'chum', 'water', 'order', 'attract', 'shark', 'hop', 'surfboard', 'ride', 'middle', 'pack', 'film', 'promotional', 'documentary', 'fun', 'interrupt', 'thirtyfoot', 'long', 'salt', 'water', 'crocodile', 'begin', 'snack', 'expedition', 'make', 'civilization']","action, gut, pack, penetrate, insider, site, fight, screen, water, village"
Matakot ka sa karma,2006,Horror,"This is a horror trilogy ""about an antique shop where the pieces of the furniture each have their own stories from the past. The new owners get their little piece of horror,"" says Joey Reyes. In ""Kama,"" Aleli purchases an antique bed, not realizing that its previous owner of the bed is out to claim her son. ""Aparador"" is about a couple who purchased an antique cabinet where a young man died inside before. In ""Tokador"", an independent woman gets a possessed dresser out to take her soul.Written bymmff",0.5029000043869019,13.0,"['horror', 'trilogy', 'antique', 'shop', 'piece', 'furniture', 'story', 'new', 'owner', 'get', 'little', 'piece', 'horror', 'say', 'kama', 'aleli', 'purchase', 'antique', 'bed', 'realize', 'previous', 'owner', 'bed', 'claim', 'son', 'aparador', 'couple', 'purchase', 'antique', 'cabinet', 'young', 'man', 'die', 'tokador', 'independent', 'woman', 'possess', 'dresser', 'take', 'soul']","hit, screen, drama, strange, sow, ever, unfulfilled, energy, coco, fernando_poe_jr"
Mano po 5: Gua ai di (I love you),2006,"Comedy, Drama, Romance","A culinary romance set in Binondo, where Chinese traditions are still very much observed, Mano Po 5: Gua Ay Di is a touching story of how a young Chinese woman fights for the man she loves. She is doomed by strict family traditions to only wed someone of pure Chinese descent. But Charity finds love where she was not supposed to find it... at least according to her cold-hearted mother. Despite being met with resistance by her traditional Chinese family, most especially her mother, Charity continues her relationship with Nathan. Nathan, on the other hand, proves himself and his love to her by making an effort to learn about her background, culture and language resulting into various mishaps, sometimes comical and other times just plain disastrous. Charity finds solace in the kitchen, her cooking interwoven with the story of her ill-fated romance. Will true love prevail in the end? And will she be able to come up with the perfect recipe for love?Written byMMFF",0.5004000067710876,11.0,"['culinary', 'romance', 'set', 'binondo', 'chinese', 'tradition', 'still', 'much', 'observe', 'po', 'gua', 'touch', 'story', 'young', 'chinese', 'woman', 'fight', 'man', 'love', 'doom', 'strict', 'family', 'tradition', 'd', 'pure', 'chinese', 'descent', 'charity', 'find', 'love', 'suppose', 'find', 'least', 'accord', 'coldhearted', 'mother', 'meet', 'resistance', 'traditional', 'chinese', 'family', 'especially', 'mother', 'charity', 'continue', 'relationship', 'hand', 'prove', 'love', 'make', 'effort', 'learn', 'background', 'culture', 'language', 'result', 'various', 'mishap', 'sometimes', 'comical', 'time', 'plain', 'disastrous', 'charity', 'find', 'solace', 'kitchen', 'cooking', 'interweave', 'story', 'illfated', 'romance', 'true', 'love', 'prevail', 'end', 'come', 'perfect', 'recipe', 'love']","sibling, story, girl, martinez, bet, lo, bj, lizard, monitor, geoff"
Alyna,2010,Drama,"Alyna is a woman who grew up feeling unloved until she meets Rex. He was fun, charismatic and immediately swept Alyna off her feet. When she thought she finally found love in the arms of Rex, he suddenly disappears. Alyna is left alone, heartbroken and carrying his child. In the search for Rex, Alyna crosses paths with Dominic - a sad, serious and cold man. But as the days progress, the fire in Alyna's heart blazes anew as she got to know the endearing qualities of Dominic. He could be the man Alyna was looking for all along. But Rex returns, promising to continue the love story he started weaving with Alyna. Who will Alyna choose - the man she loved first? Or the man who promises to love her forever?Written byAnonymous",0.8100000023841858,4.0,"['alyna', 'woman', 'grow', 'feel', 'unloved', 'meet', 'rex', 'fun', 'charismatic', 'immediately', 'sweep', 'alyna', 'foot', 'think', 'finally', 'find', 'love', 'arm', 'rex', 'suddenly', 'disappear', 'alyna', 'leave', 'alone', 'heartbroken', 'carry', 'child', 'search', 'rex', 'sad', 'serious', 'cold', 'man', 'day', 'progress', 'fire', 'alynas', 'heart', 'blaze', 'anew', 'know', 'endearing', 'quality', 'man', 'alyna', 'look', 'rex', 'return', 'promise', 'continue', 'love', 'story', 'start', 'weave', 'alyna', 'alyna', 'choose', 'man', 'love', 'first', 'man', 'promise', 'love', 'forever']","fashion, father, life, live, follow, find, mar, biological, child, quiz"
The House Arrest of Us,2020,"Comedy, Romance","A long-term couple finally decides to get engaged, and per Filipino pre-wedding tradition, the groom-to-be and his family go to his fiancée's family to settle the union. A series of unfortunate events follow as a pandemic hits, with the government suddenly implementing an Enhanced Community Quarantine. Now the would-be bride and groom, joined by their warring families, must live under one roof during a mandated lockdown.Written byiWantTFC",0.9081000089645386,14.0,"['longterm', 'couple', 'finally', 'decide', 'engage', 'filipino', 'prewedde', 'tradition', 'groomtobe', 'family', 'go', 'fiancées', 'family', 'settle', 'union', 'follow', 'pandemic', 'hit', 'government', 'suddenly', 'implement', 'enhanced', 'community', 'quarantine', 'bride', 'groom', 'join', 'war', 'family', 'live', 'roof', 'mandate', 'lockdown']","retake, brave, troop, japanese, ostracize, man, basic, guise, rd, united_state"
Otso,2013,Drama,"Hoping to reconnect with his roots by returning back to Manila, Lex writes a screenplay for an indie film based on the secret lives of his neighbors next door. Facts and his own artistic infusions all clash together as he discovers that reinterpreting real life isn't always a good thing.Written byanonymous",0.5889999866485596,8.0,"['hope', 'reconnect', 'root', 'return', 'back', 'manila', 'lex', 'write', 'screenplay', 'indie', 'film', 'base', 'secret', 'live', 'neighbor', 'next', 'door', 'fact', 'artistic', 'infusion', 'clash', 'together', 'discover', 'reinterpret', 'real', 'life', 'always', 'good', 'thing']","good, life, hunt, set, continue, take, community, story, struggle, violent"
Four Sisters and a Wedding,2013,"Comedy, Drama","Four sisters try to stop the wedding of their younger brother and in doing so, all discover resentments among each other.",0.5697000026702881,0.0,"['sister', 'try', 'stop', 'wed', 'discover', 'resentment']","life, time, woman, story, sound, man, young, relationship, love, way"
